,idf_weight,fakeness_score
lost,0.5762178425330429,0.097783943301883
januari,0.7339275092815652,0.23959908701316057
ive,0.6382424153906594,-0.3963733701626806
latest,0.42400593181343055,0.033891031768166435
6,0.5844362837024991,-0.08246795776141702
diseas,1.0705497509032262,-0.9281855043123297
easi,0.5097928239540409,-0.4316090149438937
mass,0.7699850292845705,-0.07966242199626761
illeg,0.9963626066397138,-0.35571969508122725
justic,0.8453198180035759,0.6462689387471516
2012,0.7431360629050177,-0.25583807327317765
spirit,1.1886901807947792,0.27540126326352055
fall,0.628446172624069,-0.2540035702447645
leav,0.4991935395362831,0.015497649013742842
2014,0.697115042121331,-0.07168204768643827
christian,1.075227848435374,0.9998231697396058
soon,0.5131282728286664,0.034805457669287776
wrong,0.5905544918034492,0.06236473319242841
page,0.5992561891454173,0.2860658691074489
price,1.1140711637306553,-0.9999807964774104
natur,0.687920861588364,-0.5373720580100609
job,0.6485180424167407,-0.6338552242256708
lead,0.49164410435006173,-0.18754328595437741
deep,0.7351782390368731,-0.7326973898750843
nearli,0.5011723667378525,0.14851590396299574
half,0.5698328043460231,-0.11796982957489299
simpl,0.5350841639127715,-0.5324286649710857
secret,0.8570317479992335,0.4377098802343422
decemb,0.7477723352238923,0.07027263627299307
via,0.5084617532440536,0.16603648795716808
insid,0.628446172624069,0.20840542788740968
friend,0.5959841728473126,0.10184896052491221
rememb,0.6080342711867657,-0.6703559720546908
vote,1.0277252123204603,0.11783065578556795
investig,0.8920372400734508,0.09318591540151289
involv,0.582643911556463,0.05275250829842926
trade,1.197262038634494,-0.9876441633188155
agenc,0.7682587330550741,0.10962437795326063
xx,4.0162730268019455,-1.0
rest,0.5198327329259652,-0.4660261717250054
statement,0.6469890485788621,0.5838522569125599
forecast,1.198587332049598,-0.9999999289792073
individu,0.7149429929304026,-0.5578352815137767
crisi,0.8765413123568722,0.030038967386029736
hear,0.5502250195487289,0.0033906092365487694
hold,0.5694792725598338,0.08963713779380988
led,0.5730202273591085,0.33548840212594566
written,0.6050996738714655,-0.13558487070511727
child,1.0143998249844743,0.6036807291296389
shoot,1.0434992986151979,-0.5480452471981244
heard,0.6194878804730549,-0.1343809612739174
syria,1.425367885106029,0.5583296989681923
problem,0.6740899290264881,-0.4957179320983298
averag,0.806047157775396,-0.10846930519813469
thousand,0.6050996738714655,0.46405532704885455
expect,0.693107181359924,-0.1078006632380184
releas,0.6168900908431911,0.2651106708603097
perhap,0.6202313472929218,0.026760960519329968
8,0.6069327877445141,-0.44639128242866066
director,0.7588170080499651,0.5953945773701834
includ,0.5374776547634172,-0.639770184791896
game,0.9638541488057647,0.10197091255248725
counti,1.1743492792598649,-0.1458682723939133
amount,0.6280713038237576,-0.6349856732332715
crimin,0.9167408331545404,-0.025573626308578623
kill,0.8556190523414224,0.15043295595121808
spiritu,1.1257163063601685,0.30352813048934757
citizen,0.8159477831781271,0.07869329148951687
street,0.8622287737756245,0.06782818501574384
7,0.6939074695063541,-0.1604017018677194
safe,0.7431360629050177,-0.4267627709019266
consid,0.5883908473836019,-0.24094273696791746
receiv,0.628446172624069,0.11585197125109303
bit,0.6142990322422667,-0.4687071820341857
2013,0.77779045462905,0.1483625811026863
cut,0.7443983705707398,-0.3776866013603031
bank,1.2350507598967975,-0.8852064571914892
100,0.6450810879909061,-0.4166813243486194
iran,1.5788117188923396,0.7307919727570917
talk,0.7494635960388492,-0.12482510736442265
west,0.8900870663775189,0.1393551264048376
demand,0.8495203282403027,-0.3311791996348147
becam,0.6991250122464816,0.4055241607415634
hit,0.6963121839031019,-0.5540650745982003
fals,1.0056138698343573,-0.04047827614510491
wrote,0.6855362175586103,0.8427516330546438
red,0.90036817133034,-0.022073366499358538
decis,0.7448194941346153,0.7030961117020178
dead,0.8439235597482543,0.2775787389374671
held,0.6265732323103039,0.4642026844349154
huge,0.6333322982587876,-0.5465420812919206
radio,0.9829114192160509,-0.1642076401324576
complet,0.6128214360220445,-0.24870667381382638
third,0.7427156475284394,0.030279242289941166
seem,0.6378638569367139,0.030436780137510278
sent,0.7039654879958247,0.07627874811993296
twitter,0.7194500889809977,-0.5412459857482825
ad,0.6265732323103039,0.5828341619663815
moment,0.7080171932266738,-0.03162918960284522
articl,0.6527348699486837,-0.9986422183714776
focu,0.6764474013375319,-0.15541298492006383
need,0.6235838051746281,-0.011346757150141884
religi,1.1634068425792745,0.9927564578228643
leader,0.8047046354221373,0.7802125400508699
massiv,0.7465057640843792,-0.2091599366051472
march,0.8693594371897229,0.7941159288113375
himself,0.7927023576295368,0.5045362124473274
network,0.8291501965591542,-0.1471695268552594
seri,0.7532794236147003,0.22783091977410508
six,0.6647152265657111,0.18309520090791498
dollar,0.9202485537284992,-0.1977117170374817
father,1.1576619014626857,0.27538620188401186
role,0.7096424830891429,0.2798507141326443
septemb,0.9147419318843047,-0.22302122763049625
morn,0.8055994500315279,-0.1923778765253893
civil,0.938996569409793,0.16072489141583346
although,0.664326514751752,0.11452127286753888
seriou,0.664326514751752,0.004792787821460864
car,1.1999143841984345,-0.6191411965139396
front,0.731846429699222,0.13488603601847782
brought,0.6827613010075277,0.15105127211186242
design,0.7100492186353018,-0.15499014562785163
govern,0.8429938028126981,0.1376216291129997
final,0.6382424153906594,0.041683309648179456
main,0.693107181359924,-0.24381989959624395
invest,1.0350179631429564,-0.9999992483416228
western,0.9247766355244533,-0.40067271030250295
take,0.6080342711867657,-0.15199674417168219
beyond,0.69110925853438,-0.021399246363814073
armi,1.1031626257669278,0.17289691615300384
return,0.7747477677645512,-0.1499995894438646
50,0.7566835373653173,-0.176309183092762
london,1.5905180275815893,-0.2705378087577176
easili,0.6054660279201115,-0.7821808639850685
want,0.7422954088266757,0.05236589569952366
sign,0.7469277762445926,0.1502068785087869
minut,0.9062908972958217,-0.3411374009590621
book,0.9712222154003732,0.022078874820613548
studi,0.9487622720211178,-0.7165914409521941
knowledg,0.8006878488020679,-0.13819196346452112
region,0.8641253178934756,-0.04582537211491533
quickli,0.6546575037794216,-0.5338890053996481
review,0.906786044859909,-0.3798847746018046
holi,1.3894192384674158,0.4443278563856339
basi,0.8141403632292219,-0.5901895646159863
nextth,0.46901212095258027,-1.0
size,0.9077770761089504,-0.933845220797459
octob,0.9222585036539467,0.47386250928439266
fight,0.8319036286139906,0.09505890755580748
felt,1.0688010910964805,0.18089576375489336
thu,0.8448541819363065,0.21380828160047938
answer,0.7558314219373353,-0.01925207872194279
plan,0.8342039608760458,-0.32685377805812177
meet,0.9775812003172626,0.5445261921724309
throughout,0.6979185454388365,0.19871909265598497
store,1.0034293896909185,-0.9972232716080698
sun,1.240567634795491,-0.8833646049645524
committe,1.1288034908323394,0.10007580289048579
novemb,0.8910616778283795,0.13399604261480524
nextbi,0.48968402401261535,-1.0
rise,0.832823126632892,0.10616333607365691
rang,0.8425292483121015,-0.6329251104858754
multipl,0.7096424830891429,-0.11990407823854887
particular,0.712493112157483,0.005805100195765078
field,0.9466983942955807,-0.205009590034259
june,0.9696387673760795,0.257335106385042
juli,0.9333860273027923,0.4254035095748585
2018,1.1201832785962529,-0.04750860599309348
fulli,0.6935072453755016,-0.20142678004369774
ill,0.936952728322251,-0.9623078479403608
11,0.7600992786992447,0.40229532671601587
room,0.9565399737818405,0.02789697477004882
impact,0.8213897266794353,-0.04424548495486069
term,0.7839037438308295,-0.2682632999793988
imag,1.0400981276022274,-0.06398854704648549
allow,0.7747477677645512,0.21655288424821095
stay,0.7293548375294552,-0.22938875461855146
train,1.0965544075586657,-0.13553253511505792
paul,1.0834675513416565,0.2693538660341741
foundat,1.109814803176103,0.015524381461752945
knew,0.8832912536110472,0.3506797139809674
resourc,0.9654284564357033,-0.03826069373057284
wall,0.9733373872534308,0.052080667522197865
violenc,1.133762895951133,0.4974118133960206
9,0.896439086171554,-0.2980873111729244
son,1.1841048196884698,0.2747448767246634
signific,0.7498868585525753,-0.016250822902216022
forward,0.7456622736712465,-0.0786284829457079
youll,0.943610542529118,-0.8061479273377472
manufactur,1.2295641539928452,-0.9996675855097416
ye,0.7997974164383508,-0.38419706774750584
respons,0.8200264619040909,0.4482606859380407
collaps,1.1079961799784508,0.3118866266663687
gave,0.7804058608537893,0.6263465060768607
green,1.0676370143687897,-0.8633285096909843
13,0.8254907075477163,-0.07433733074705429
paper,1.0440672868163137,-0.7368464391049301
class,1.0612587021267608,-0.6039072822848413
ga,1.263652039827537,-0.28887330417604884
sometim,0.7860961502163284,0.13086609583424624
uk,1.11895786333354,-0.2118909796222278
14,0.8069431750388733,-0.04856820835131137
damag,1.1704735557855324,-0.28587334949183574
movement,1.0316454682371838,0.1511426789040755
brain,1.4354005752278434,-0.4773458839037301
worth,0.7949141607076414,-0.20907836252775303
mayb,0.8319036286139906,-0.092018851688072
enforc,1.1406224888251744,-0.79579636826547
